,Enregy,Sample,Fit,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0001,component: 20210614_SnO2_H2_TPR_Sn_EXAFS_92.tra_0050
25,29156.9577393586,0.018699789416690087,0.01753875761923435,0.00090560910213791,0.01663314851709644
26,29157.2188499813,0.019186636514857882,0.0167996850310486,0.0010987213635132536,0.015700963667535345
27,29157.5321889401,0.01827548050677296,0.017624653231422566,0.0009892013542219663,0.0166354518772006
28,29157.7933099156,0.018720972186866962,0.019046890189603743,0.0009086942143176963,0.018138195975286046
29,29158.0544355971,0.019454028975156027,0.01893259508585564,0.000892606726943204,0.018039988358912434
30,29158.367792627,0.021519061872272267,0.018799347570395787,0.0010644200016130298,0.017734927568782758
31,29158.6289286621,0.021184861986495357,0.018315761392457938,0.0010185470194690174,0.01729721437298892
32,29158.8900694037,0.019918577124970353,0.01867913609045666,0.0010588492116390272,0.017620286878817632
33,29159.2034445063,0.018034406720396884,0.01902381214651141,0.0009523941038624864,0.018071418042648925
34,29159.4645956025,0.022311495880097273,0.020298815053735236,0.0011015172351966993,0.019197297818538538
35,29159.7257514055,0.02050632187057421,0.021950602112124087,0.0010433538624099567,0.02090724824971413
36,29160.0391445823,0.020594869518246066,0.021895472080808658,0.0011096068351987701,0.020785865245609887
37,29160.3525445373,0.021997020721672936,0.021582288252110057,0.0010678437688562254,0.020514444483253833
38,29160.6137163445,0.021606627327649168,0.02097224496620237,0.0011035698704794802,0.01986867509572289
39,29160.8748928591,0.02235868783923362,0.02186036347668347,0.0011201206845246703,0.0207402427921588
40,29161.1360740812,0.024309783422364634,0.02291214340629239,0.0012179163563718705,0.021694227049920523
41,29161.4494977618,0.02335934023732405,0.023383791619872016,0.0012662974075348086,0.02211749421233721
42,29161.7106893408,0.022670703226956208,0.02226812529825787,0.0012772442039060581,0.02099088109435181
43,29162.0241254502,0.022063595514182594,0.023928660415238615,0.0012155671962863885,0.022713093218952228
44,29162.2853273868,0.022215493851241358,0.023232770032417756,0.0013420314015804105,0.021890738630837344
45,29162.5465340317,0.023389162582470133,0.022444226178858842,0.0013772197899313936,0.02106700638892745
46,29162.8077453849,0.0240484938584653,0.02372599974918646,0.0013125987181724535,0.022413401031014007
47,29163.1212052239,0.024778920424970156,0.02702239704419198,0.001367845498757619,0.025654551545434362
48,29163.3824269358,0.024868552952212842,0.026995319255257954,0.0013950008228190791,0.025600318432438873
49,29163.6436533565,0.0257458027288834,0.02589395250444523,0.0013712115747320558,0.024522740929713176
50,29163.9571312771,0.026695252360463897,0.02587731500176967,0.0013013457284262752,0.024575969273343393
51,29164.2183680574,0.026149809201323298,0.02481165853457336,0.0013077689774825853,0.023503889557090776
52,29164.4796095469,0.02523496541219456,0.024770218962730076,0.0014634853128357539,0.023306733649894322
53,29164.7931055506,0.027552927224590077,0.02564837225342614,0.0015336809666553492,0.024114691286770792
